 

stn;time;rre150h0;qrre150h0
BIA;2024010605;0.0;4
BIA;2024010606;0.0;4
BIA;2024010607;0.0;4
BIA;2024010608;0.0;4
BIA;2024010609;0.0;4
BIA;2024010610;0.0;4
BIA;2024010611;0.0;4
BIA;2024010612;0.0;4
BIA;2024010613;0.0;4
BIA;2024010614;0.0;4
BIA;2024010615;0.0;4
BIA;2024010616;0.0;4
BIA;2024010617;0.0;4
BIA;2024010618;0.0;4
BIA;2024010619;0.0;4
BIA;2024010620;0.0;4
BIA;2024010621;0.0;4
BIA;2024010622;0.0;4
BIA;2024010623;0.0;4
BIA;2024010700;0.0;4
BIA;2024010701;0.0;4
BIA;2024010702;0.0;4
BIA;2024010703;0.0;4
BIA;2024010704;0.0;4
BIA;2024010705;0.0;4
BIA;2024010706;0.0;4
BIA;2024010707;0.0;4
BIA;2024010708;0.0;4
BIA;2024010709;0.0;4
BIA;2024010710;0.0;4
BIA;2024010711;0.0;4
BIA;2024010712;0.0;4
BIA;2024010713;0.0;4
BIA;2024010714;0.0;4
BIA;2024010715;0.0;4
BIA;2024010716;0.0;4
BIA;2024010717;0.0;4
BIA;2024010718;0.0;4
BIA;2024010719;0.0;4
BIA;2024010720;0.0;4
BIA;2024010721;0.0;4
BIA;2024010722;0.0;4
BIA;2024010723;0.0;4
BIA;2024010800;0.0;4
BIA;2024010801;0.0;4
BIA;2024010802;0.0;4
BIA;2024010803;0.0;4
BIA;2024010804;0.0;4
BIA;2024010805;0.0;4
BIA;2024010806;0.0;4
BIA;2024010807;0.0;4
BIA;2024010808;0.0;4
BIA;2024010809;0.0;4
BIA;2024010810;0.0;4
BIA;2024010811;0.0;4
BIA;2024010812;0.0;4
BIA;2024010813;0.0;4
BIA;2024010814;0.0;4
BIA;2024010815;0.0;4
BIA;2024010816;0.0;4
BIA;2024010817;0.0;4
BIA;2024010818;0.0;4
BIA;2024010819;0.0;4
BIA;2024010820;0.0;4
BIA;2024010821;0.0;4
BIA;2024010822;0.0;4
BIA;2024010823;0.0;4
BIA;2024010900;0.0;4
BIA;2024010901;0.0;4
BIA;2024010902;0.0;4
BIA;2024010903;0.0;4
BIA;2024010904;0.0;4
BIA;2024010905;0.0;4
BIA;2024010906;0.0;4
BIA;2024010907;0.0;4
BIA;2024010908;0.0;4
BIA;2024010909;0.0;4
BIA;2024010910;0.0;4
BIA;2024010911;0.0;4
BIA;2024010912;0.2;4
BIA;2024010913;0.1;4
BIA;2024010914;0.1;4
BIA;2024010915;0.0;4
BIA;2024010916;0.0;4
BIA;2024010917;0.0;4
BIA;2024010918;0.1;4
BIA;2024010919;0.4;4
BIA;2024010920;0.0;4
BIA;2024010921;0.1;4
BIA;2024010922;0.0;4
BIA;2024010923;0.2;4
BIA;2024011000;0.2;4
BIA;2024011001;0.3;4
BIA;2024011002;0.0;4
BIA;2024011003;0.2;4
BIA;2024011004;0.0;4
BIA;2024011005;0.1;4
BIA;2024011006;0.0;4
BIA;2024011007;0.0;4
BIA;2024011008;0.0;4
BIA;2024011009;0.0;4
BIA;2024011010;0.0;4
BIA;2024011011;0.0;4
BIA;2024011012;0.0;4
BIA;2024011013;0.0;4
BIA;2024011014;0.0;4
BIA;2024011015;0.0;4
BIA;2024011016;0.0;4
BIA;2024011017;0.0;4
BIA;2024011018;0.0;4
BIA;2024011019;0.0;4
BIA;2024011020;0.0;4
BIA;2024011021;0.0;4
BIA;2024011022;0.0;4
BIA;2024011023;0.0;4
BIA;2024011100;0.0;4
BIA;2024011101;0.0;4
BIA;2024011102;0.0;4
BIA;2024011103;0.0;4
BIA;2024011104;0.0;4
BIA;2024011105;0.0;4
BIA;2024011106;0.0;4
BIA;2024011107;0.0;4
BIA;2024011108;0.0;4
BIA;2024011109;0.0;4
BIA;2024011110;0.0;4
BIA;2024011111;0.0;4
BIA;2024011112;0.0;4
BIA;2024011113;0.0;4
BIA;2024011114;0.0;4
BIA;2024011115;0.0;4
BIA;2024011116;0.0;4
BIA;2024011117;0.0;4
BIA;2024011118;0.0;4
BIA;2024011119;0.0;4
BIA;2024011120;0.0;4
BIA;2024011121;0.0;4
BIA;2024011122;0.0;4
BIA;2024011123;0.0;4
BIA;2024011200;0.0;4
BIA;2024011201;0.0;4
BIA;2024011202;0.0;4
BIA;2024011203;0.0;4
BIA;2024011204;0.0;4
BIA;2024011205;0.0;4
BIA;2024011206;0.0;4
BIA;2024011207;0.0;4
BIA;2024011208;0.0;4
BIA;2024011209;0.0;4
BIA;2024011210;0.0;4
BIA;2024011211;0.0;4
BIA;2024011212;0.0;4
BIA;2024011213;0.0;4
BIA;2024011214;0.0;4
BIA;2024011215;0.0;4
BIA;2024011216;0.0;4
BIA;2024011217;0.0;4
BIA;2024011218;0.0;4
BIA;2024011219;0.0;4
BIA;2024011220;0.0;4
BIA;2024011221;0.0;4
BIA;2024011222;0.0;4
BIA;2024011223;0.0;4
BIA;2024011300;0.0;4
BIA;2024011301;0.0;4
BIA;2024011302;0.0;4
BIA;2024011303;0.0;4
BIA;2024011304;0.0;4
BIA;2024011305;0.0;4
BIA;2024011306;0.0;4
BIA;2024011307;0.0;4
BIA;2024011308;0.0;4
BIA;2024011309;0.0;4
BIA;2024011310;0.0;4
BIA;2024011311;0.0;4
BIA;2024011312;0.0;4
BIA;2024011313;0.0;4
BIA;2024011314;0.0;4
BIA;2024011315;0.0;4
BIA;2024011316;0.0;4
BIA;2024011317;0.0;4
BIA;2024011318;0.0;4
BIA;2024011319;0.0;4
BIA;2024011320;0.0;4
BIA;2024011321;0.0;4
BIA;2024011322;0.0;4
BIA;2024011323;0.0;4
BIA;2024011400;0.0;4
BIA;2024011401;0.0;4
BIA;2024011402;0.0;4
BIA;2024011403;0.0;4
BIA;2024011404;0.0;4
BIA;2024011405;0.0;4
BIA;2024011406;0.0;4
BIA;2024011407;0.0;4
BIA;2024011408;0.0;4
BIA;2024011409;0.0;4
BIA;2024011410;0.0;4
BIA;2024011411;0.0;4
BIA;2024011412;0.0;4
BIA;2024011413;0.0;4
BIA;2024011414;0.0;4
BIA;2024011415;0.0;4
BIA;2024011416;0.0;4
BIA;2024011417;0.0;4
BIA;2024011418;0.0;4
BIA;2024011419;0.0;4
BIA;2024011420;0.0;4
BIA;2024011421;0.0;4
BIA;2024011422;0.0;4
BIA;2024011423;0.0;4
BIA;2024011500;0.0;4
BIA;2024011501;0.0;4
BIA;2024011502;0.0;4
BIA;2024011503;0.0;4
BIA;2024011504;0.0;4
BIA;2024011505;0.0;4
BIA;2024011506;0.0;4
BIA;2024011507;0.0;4
BIA;2024011508;0.0;4
BIA;2024011509;0.0;4
BIA;2024011510;0.0;4
BIA;2024011511;0.0;4
BIA;2024011512;0.0;4
BIA;2024011513;0.0;4
BIA;2024011514;0.0;4
BIA;2024011515;0.0;4
BIA;2024011516;0.0;4
BIA;2024011517;0.0;4
BIA;2024011518;0.0;4
BIA;2024011519;0.0;4
BIA;2024011520;0.0;4
BIA;2024011521;0.0;4
BIA;2024011522;0.0;4
BIA;2024011523;0.0;4
BIA;2024011600;0.0;4
BIA;2024011601;0.0;4
BIA;2024011602;0.0;4
BIA;2024011603;0.0;4
BIA;2024011604;0.0;4
BIA;2024011605;0.0;4
BIA;2024011606;0.0;4
BIA;2024011607;0.0;4
BIA;2024011608;0.0;4
BIA;2024011609;0.0;4
BIA;2024011610;0.0;4
BIA;2024011611;0.0;4
BIA;2024011612;0.0;4
BIA;2024011613;0.0;4
BIA;2024011614;0.0;4
BIA;2024011615;0.0;4
BIA;2024011616;0.0;4
BIA;2024011617;0.0;4
BIA;2024011618;0.0;4
BIA;2024011619;0.0;4
BIA;2024011620;0.0;4
BIA;2024011621;0.0;4
BIA;2024011622;0.0;4
BIA;2024011623;0.0;4
BIA;2024011700;0.0;4
BIA;2024011701;0.0;4
BIA;2024011702;0.0;4
BIA;2024011703;0.0;4
BIA;2024011704;0.0;4
BIA;2024011705;0.0;4
BIA;2024011706;0.0;4
BIA;2024011707;0.0;4
BIA;2024011708;0.0;4
BIA;2024011709;0.0;4
BIA;2024011710;0.0;4
BIA;2024011711;0.0;4
BIA;2024011712;0.0;4
BIA;2024011713;0.0;4
BIA;2024011714;0.0;4
BIA;2024011715;0.0;4
BIA;2024011716;0.0;4
BIA;2024011717;0.1;4
BIA;2024011718;0.0;4
BIA;2024011719;0.7;4
BIA;2024011720;2.1;4
BIA;2024011721;1.6;4
BIA;2024011722;2.1;4
BIA;2024011723;2.2;4
BIA;2024011800;1.9;4
BIA;2024011801;0.8;4
BIA;2024011802;0.0;4
BIA;2024011803;0.0;4
BIA;2024011804;0.0;4
BIA;2024011805;0.0;4
BIA;2024011806;0.0;4
BIA;2024011807;0.0;4
BIA;2024011808;0.0;4
BIA;2024011809;0.0;4
BIA;2024011810;0.0;4
BIA;2024011811;0.0;4
BIA;2024011812;0.0;4
BIA;2024011813;0.0;4
BIA;2024011814;0.0;4
BIA;2024011815;0.0;4
BIA;2024011816;0.0;4
BIA;2024011817;0.0;4
BIA;2024011818;0.0;4
BIA;2024011819;0.0;4
BIA;2024011820;0.0;4
BIA;2024011821;0.0;4
BIA;2024011822;0.0;4
BIA;2024011823;0.0;4
BIA;2024011900;0.0;4
BIA;2024011901;0.0;4
BIA;2024011902;0.0;4
BIA;2024011903;0.0;4
BIA;2024011904;0.0;4
BIA;2024011905;0.0;4
BIA;2024011906;0.0;4
BIA;2024011907;0.0;4
BIA;2024011908;0.0;4
BIA;2024011909;0.0;4
BIA;2024011910;0.0;4
BIA;2024011911;0.0;4
BIA;2024011912;0.0;4
BIA;2024011913;0.0;4
BIA;2024011914;0.0;4
BIA;2024011915;0.0;4
BIA;2024011916;0.0;4
BIA;2024011917;0.0;4
BIA;2024011918;0.0;4
BIA;2024011919;0.0;4
BIA;2024011920;0.0;4
BIA;2024011921;0.0;4
BIA;2024011922;0.0;4
BIA;2024011923;0.0;4
BIA;2024012000;0.0;4
BIA;2024012001;0.0;4
BIA;2024012002;0.0;4
BIA;2024012003;0.0;4
BIA;2024012004;0.0;4
BIA;2024012005;0.0;4
BIA;2024012006;0.0;4
BIA;2024012007;0.0;4
BIA;2024012008;0.0;4
BIA;2024012009;0.0;4
BIA;2024012010;0.0;4
BIA;2024012011;0.0;4
BIA;2024012012;0.0;4
BIA;2024012013;0.0;4
BIA;2024012014;0.0;4
BIA;2024012015;0.0;4
BIA;2024012016;0.0;4
BIA;2024012017;0.0;4
BIA;2024012018;0.0;4
BIA;2024012019;0.0;4
BIA;2024012020;0.0;4
BIA;2024012021;0.0;4
BIA;2024012022;0.0;4
BIA;2024012023;0.0;4
BIA;2024012100;0.0;4
BIA;2024012101;0.0;4
BIA;2024012102;0.0;4
BIA;2024012103;0.0;4
BIA;2024012104;0.0;4
BIA;2024012105;0.0;4
BIA;2024012106;0.0;4
BIA;2024012107;0.0;4
BIA;2024012108;0.0;4
BIA;2024012109;0.0;4
BIA;2024012110;0.0;4
BIA;2024012111;0.0;4
BIA;2024012112;0.0;4
BIA;2024012113;0.0;4
BIA;2024012114;0.0;4
BIA;2024012115;0.0;4
BIA;2024012116;0.0;4
BIA;2024012117;0.0;4
BIA;2024012118;0.0;4
BIA;2024012119;0.0;4
BIA;2024012120;0.0;4
BIA;2024012121;0.0;4
BIA;2024012122;0.0;4
BIA;2024012123;0.0;4
BIA;2024012200;0.0;4
BIA;2024012201;0.0;4
BIA;2024012202;0.0;4
BIA;2024012203;0.0;4
BIA;2024012204;0.0;4
BIA;2024012205;0.0;4
BIA;2024012206;0.0;4
BIA;2024012207;0.0;4
BIA;2024012208;0.0;4
BIA;2024012209;0.0;4
BIA;2024012210;0.0;4
BIA;2024012211;0.0;4
BIA;2024012212;0.0;4
BIA;2024012213;0.0;4
BIA;2024012214;0.0;4
BIA;2024012215;0.0;4
BIA;2024012216;0.0;4
BIA;2024012217;0.0;4
BIA;2024012218;0.0;4
BIA;2024012219;0.0;4
BIA;2024012220;0.0;4
BIA;2024012221;0.0;4
BIA;2024012222;0.0;4
BIA;2024012223;0.0;4
BIA;2024012300;0.0;4
BIA;2024012301;0.0;4
BIA;2024012302;0.0;4
BIA;2024012303;0.0;4
BIA;2024012304;0.0;4
BIA;2024012305;0.0;4
BIA;2024012306;0.0;4
BIA;2024012307;0.0;4
BIA;2024012308;0.0;4
BIA;2024012309;0.0;4
BIA;2024012310;0.0;4
BIA;2024012311;0.0;4
BIA;2024012312;0.0;4
BIA;2024012313;0.0;4
BIA;2024012314;0.0;4
BIA;2024012315;0.0;4
BIA;2024012316;0.0;4
BIA;2024012317;0.0;4
BIA;2024012318;0.0;4
BIA;2024012319;0.0;4
BIA;2024012320;0.0;4
BIA;2024012321;0.0;4
BIA;2024012322;0.0;4
BIA;2024012323;0.0;4
BIA;2024012400;0.0;4
BIA;2024012401;0.0;4
BIA;2024012402;0.0;4
BIA;2024012403;0.0;4
BIA;2024012404;0.0;4
BIA;2024012405;0.0;4
BIA;2024012406;0.0;4
BIA;2024012407;0.0;4
BIA;2024012408;0.0;4
BIA;2024012409;0.0;4
BIA;2024012410;0.0;4
BIA;2024012411;0.0;4
BIA;2024012412;0.0;4
BIA;2024012413;0.0;4
BIA;2024012414;0.0;4
BIA;2024012415;0.0;4
BIA;2024012416;0.0;4
BIA;2024012417;0.0;4
BIA;2024012418;0.0;4
BIA;2024012419;0.0;4
BIA;2024012420;0.0;4
BIA;2024012421;0.0;4
BIA;2024012422;0.0;4
BIA;2024012423;0.0;4
BIA;2024012500;0.0;4
BIA;2024012501;0.0;4
BIA;2024012502;0.0;4
BIA;2024012503;0.0;4
BIA;2024012504;0.0;4
BIA;2024012505;0.0;4
BIA;2024012506;0.0;4
BIA;2024012507;0.0;4
BIA;2024012508;0.0;4
BIA;2024012509;0.0;4
BIA;2024012510;0.0;4
BIA;2024012511;0.0;4
BIA;2024012512;0.0;4
BIA;2024012513;0.0;4
BIA;2024012514;0.0;4
BIA;2024012515;0.0;4
BIA;2024012516;0.0;4
BIA;2024012517;0.0;4
BIA;2024012518;0.0;4
BIA;2024012519;0.0;4
BIA;2024012520;0.0;4
BIA;2024012521;0.0;4
BIA;2024012522;0.0;4
BIA;2024012523;0.0;4
BIA;2024012600;0.0;4
BIA;2024012601;0.0;4
BIA;2024012602;0.0;4
BIA;2024012603;0.0;4
BIA;2024012604;0.0;4
BIA;2024012605;0.0;4
BIA;2024012606;0.0;4
BIA;2024012607;0.0;4
BIA;2024012608;0.0;4
BIA;2024012609;0.0;4
BIA;2024012610;0.0;4
BIA;2024012611;0.0;4
BIA;2024012612;0.0;4
BIA;2024012613;0.0;4
BIA;2024012614;0.0;4
BIA;2024012615;0.0;4
BIA;2024012616;0.0;4
BIA;2024012617;0.0;4
BIA;2024012618;0.0;4
BIA;2024012619;0.0;4
BIA;2024012620;0.0;4
BIA;2024012621;0.0;4
BIA;2024012622;0.0;4
BIA;2024012623;0.0;4
BIA;2024012700;0.0;4
BIA;2024012701;0.0;4
BIA;2024012702;0.0;4
BIA;2024012703;0.0;4
BIA;2024012704;0.0;4
BIA;2024012705;0.0;4
BIA;2024012706;0.0;4
BIA;2024012707;0.0;4
BIA;2024012708;0.0;4
BIA;2024012709;0.0;4
BIA;2024012710;0.0;4
BIA;2024012711;0.0;4
BIA;2024012712;0.0;4
BIA;2024012713;0.0;4
BIA;2024012714;0.0;4
BIA;2024012715;0.0;4
BIA;2024012716;0.0;4
BIA;2024012717;0.0;4
BIA;2024012718;0.0;4
BIA;2024012719;0.0;4
BIA;2024012720;0.0;4
BIA;2024012721;0.0;4
BIA;2024012722;0.0;4
BIA;2024012723;0.0;4
BIA;2024012800;0.0;4
BIA;2024012801;0.0;4
BIA;2024012802;0.0;4
BIA;2024012803;0.0;4
BIA;2024012804;0.0;4
BIA;2024012805;0.0;4
BIA;2024012806;0.0;4
BIA;2024012807;0.0;4
BIA;2024012808;0.0;4
BIA;2024012809;0.0;4
BIA;2024012810;0.0;4
BIA;2024012811;0.0;4
BIA;2024012812;0.0;4
BIA;2024012813;0.0;4
BIA;2024012814;0.0;4
BIA;2024012815;0.0;4
BIA;2024012816;0.0;4
BIA;2024012817;0.0;4
BIA;2024012818;0.0;4
BIA;2024012819;0.0;4
BIA;2024012820;0.0;4
BIA;2024012821;0.0;4
BIA;2024012822;0.0;4
BIA;2024012823;0.0;4
BIA;2024012900;0.0;4
BIA;2024012901;0.0;4
BIA;2024012902;0.0;4
BIA;2024012903;0.0;4
BIA;2024012904;0.0;4
BIA;2024012905;0.0;4
BIA;2024012906;0.0;4
BIA;2024012907;0.0;4
BIA;2024012908;0.0;4
BIA;2024012909;0.0;4
BIA;2024012910;0.0;4
BIA;2024012911;0.0;4
BIA;2024012912;0.0;4
BIA;2024012913;0.0;4
BIA;2024012914;0.0;4
BIA;2024012915;0.0;4
BIA;2024012916;0.0;4
BIA;2024012917;0.0;4
BIA;2024012918;0.0;4
BIA;2024012919;0.0;4
BIA;2024012920;0.0;4
BIA;2024012921;0.0;4
BIA;2024012922;0.0;4
BIA;2024012923;0.0;4
BIA;2024013000;0.0;4
BIA;2024013001;0.0;4
BIA;2024013002;0.0;4
BIA;2024013003;0.0;4
BIA;2024013004;0.0;4
BIA;2024013005;0.0;4
BIA;2024013006;0.0;4
BIA;2024013007;0.0;4
BIA;2024013008;0.0;4
BIA;2024013009;0.0;4
BIA;2024013010;0.0;4
BIA;2024013011;0.0;4
BIA;2024013012;0.0;4
BIA;2024013013;0.0;4
BIA;2024013014;0.0;4
BIA;2024013015;0.0;4
BIA;2024013016;0.0;4
BIA;2024013017;0.0;4
BIA;2024013018;0.0;4
BIA;2024013019;0.0;4
BIA;2024013020;0.0;4
BIA;2024013021;0.0;4
BIA;2024013022;0.0;4
BIA;2024013023;0.0;4
BIA;2024013100;0.0;4
BIA;2024013101;0.0;4
BIA;2024013102;0.0;4
BIA;2024013103;0.0;4
BIA;2024013104;0.0;4
BIA;2024013105;0.0;4
BIA;2024013106;0.0;4
BIA;2024013107;0.0;4
BIA;2024013108;0.0;4
BIA;2024013109;0.0;4
BIA;2024013110;0.0;4
BIA;2024013111;0.0;4
BIA;2024013112;0.0;4
BIA;2024013113;0.0;4
BIA;2024013114;0.0;4
BIA;2024013115;0.0;4
BIA;2024013116;0.0;4
BIA;2024013117;0.0;4
BIA;2024013118;0.0;4
BIA;2024013119;0.0;4
BIA;2024013120;0.0;4
BIA;2024013121;0.0;4
BIA;2024013122;0.0;4
BIA;2024013123;0.0;4
BIA;2024020100;0.0;4
BIA;2024020101;0.0;4
BIA;2024020102;0.0;4
BIA;2024020103;0.0;4
BIA;2024020104;0.0;4
BIA;2024020105;0.0;4
BIA;2024020106;0.0;4
BIA;2024020107;0.0;4
BIA;2024020108;0.0;4
BIA;2024020109;0.0;4
BIA;2024020110;0.0;4
BIA;2024020111;0.0;4
BIA;2024020112;0.0;4
BIA;2024020113;0.0;4
BIA;2024020114;0.0;4
BIA;2024020115;0.0;4
BIA;2024020116;0.0;4
BIA;2024020117;0.0;4
BIA;2024020118;0.0;4
BIA;2024020119;0.0;4
BIA;2024020120;0.0;4
BIA;2024020121;0.0;4
BIA;2024020122;0.0;4
BIA;2024020123;0.0;4
BIA;2024020200;0.0;4
BIA;2024020201;0.0;4
BIA;2024020202;0.0;4
BIA;2024020203;0.0;4
BIA;2024020204;0.0;4
BIA;2024020205;0.0;4
BIA;2024020206;0.0;4
BIA;2024020207;0.0;4
BIA;2024020208;0.0;4
BIA;2024020209;0.0;4
BIA;2024020210;0.0;4
BIA;2024020211;0.0;4
BIA;2024020212;0.0;4
BIA;2024020213;0.0;4
BIA;2024020214;0.0;4
BIA;2024020215;0.0;4
BIA;2024020216;0.0;4
BIA;2024020217;0.0;4
BIA;2024020218;0.0;4
BIA;2024020219;0.0;4
BIA;2024020220;0.0;4
BIA;2024020221;0.0;4
BIA;2024020222;0.0;4
BIA;2024020223;0.0;4
BIA;2024020300;0.0;4
BIA;2024020301;0.0;4
BIA;2024020302;0.0;4
BIA;2024020303;0.0;4
BIA;2024020304;0.0;4
BIA;2024020305;0.0;4
BIA;2024020306;0.0;4
BIA;2024020307;0.0;4
BIA;2024020308;0.0;4
BIA;2024020309;0.0;4
BIA;2024020310;0.0;4
BIA;2024020311;0.0;4
BIA;2024020312;0.0;4
BIA;2024020313;0.0;4
BIA;2024020314;0.0;4
BIA;2024020315;0.0;4
BIA;2024020316;0.0;4
BIA;2024020317;0.0;4
BIA;2024020318;0.0;4
BIA;2024020319;0.0;4
BIA;2024020320;0.0;4
BIA;2024020321;0.0;4
BIA;2024020322;0.0;4
BIA;2024020323;0.0;4
BIA;2024020400;0.0;4
BIA;2024020401;0.0;4
BIA;2024020402;0.0;4
BIA;2024020403;0.0;4
BIA;2024020404;0.0;4
BIA;2024020405;0.0;4
BIA;2024020406;0.0;4
BIA;2024020407;0.0;4
BIA;2024020408;0.0;4
BIA;2024020409;0.0;4
BIA;2024020410;0.0;4
BIA;2024020411;0.0;4
BIA;2024020412;0.0;4
BIA;2024020413;0.0;4
BIA;2024020414;0.0;4
BIA;2024020415;0.0;4
BIA;2024020416;0.0;4
BIA;2024020417;0.0;4
BIA;2024020418;0.0;4
BIA;2024020419;0.0;4
BIA;2024020420;0.0;4
BIA;2024020421;0.0;4
BIA;2024020422;0.0;4
BIA;2024020423;0.0;4
BIA;2024020500;0.0;4
BIA;2024020501;0.0;4
BIA;2024020502;0.0;4
BIA;2024020503;0.0;4
BIA;2024020504;0.0;4
BIA;2024020505;0.0;4
BIA;2024020506;0.0;4
BIA;2024020507;0.0;4
BIA;2024020508;0.0;4
BIA;2024020509;0.0;4
BIA;2024020510;0.0;4
BIA;2024020511;0.0;4
BIA;2024020512;0.0;4
BIA;2024020513;0.0;4
BIA;2024020514;0.0;4
BIA;2024020515;0.0;4
BIA;2024020516;0.0;4
BIA;2024020517;0.0;4
BIA;2024020518;0.0;4
BIA;2024020519;0.0;4
BIA;2024020520;0.0;4
BIA;2024020521;0.0;4
BIA;2024020522;0.0;4
BIA;2024020523;0.0;4
BIA;2024020600;0.0;4
BIA;2024020601;0.0;4
BIA;2024020602;0.0;4
BIA;2024020603;0.0;4
BIA;2024020604;0.0;4
BIA;2024020605;0.0;4
BIA;2024020606;0.0;4
BIA;2024020607;0.0;4
BIA;2024020608;0.0;4
BIA;2024020609;0.0;4
BIA;2024020610;0.0;4
BIA;2024020611;0.0;4
BIA;2024020612;0.0;4
BIA;2024020613;0.0;4
BIA;2024020614;0.0;4
BIA;2024020615;0.0;4
BIA;2024020616;0.0;4
BIA;2024020617;0.0;4
BIA;2024020618;0.0;4
BIA;2024020619;0.0;4
BIA;2024020620;0.0;4
BIA;2024020621;0.0;4
BIA;2024020622;0.0;4
BIA;2024020623;0.0;4
BIA;2024020700;0.0;4
BIA;2024020701;0.0;4
BIA;2024020702;0.0;4
BIA;2024020703;0.0;4
BIA;2024020704;0.0;4
BIA;2024020705;0.0;4
BIA;2024020706;0.0;4
BIA;2024020707;0.0;4
BIA;2024020708;0.0;4
BIA;2024020709;0.0;4
BIA;2024020710;0.0;4
BIA;2024020711;0.0;4
BIA;2024020712;0.0;4
BIA;2024020713;0.0;4
BIA;2024020714;0.0;4
BIA;2024020715;0.0;4
BIA;2024020716;0.0;4
BIA;2024020717;0.0;4
BIA;2024020718;0.0;4
BIA;2024020719;0.0;4
BIA;2024020720;0.0;4
BIA;2024020721;0.0;4
BIA;2024020722;0.0;4
BIA;2024020723;0.0;4
BIA;2024020800;0.0;4
BIA;2024020801;0.0;4
BIA;2024020802;0.0;4
BIA;2024020803;0.0;4
BIA;2024020804;0.0;4
BIA;2024020805;0.0;4
BIA;2024020806;0.0;4
BIA;2024020807;0.0;4
BIA;2024020808;0.0;4
BIA;2024020809;0.0;4
BIA;2024020810;0.0;4
BIA;2024020811;0.0;4
BIA;2024020812;0.0;4
BIA;2024020813;0.0;4
BIA;2024020814;0.0;4
BIA;2024020815;0.0;4
BIA;2024020816;0.0;4
BIA;2024020817;0.0;4
